,kal_perif_enothta,kal_perifereia,epo,power_mw,max_power,imerominia_ekdosis_adeias,area_m2,geometry,xmu,ymu
40,ΚΟΖΑΝΗΣ,Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,,9/26/2020,,"MULTIPOLYGON (((21.529760446371796 40.310826692417784, 21.528822753481062 40.31075627169834, 21.528448977172918 40.310784344709774, 21.524665334923473 40.312614659343545, 21.52438207813516 40.3130187005173, 21.524108513522087 40.313706227852705, 21.524016107430814 40.31442123459132, 21.524033915965223 40.314559186760256, 21.52753013234993 40.31793389341605, 21.527884961448045 40.31801596674044, 21.52839734021398 40.31805444812697, 21.53343475151933 40.31539355980322, 21.533537099343828 40.31513624881506, 21.53362940538086 40.31442123426196, 21.533536998859734 40.31370622756479, 21.533263436929115 40.3130187034767, 21.532819228791503 40.31238507811216, 21.53222145473546 40.31182970567491, 21.531493087102785 40.311373925693154, 21.530662105421516 40.31103524824891, 21.529760446371796 40.310826692417784)))",40.31082669,21.52976045
41,ΤΡΙΚΑΛΩΝ,Π. ΘΕΣΣΑΛΙΑΣ,ΝΑΙ,52,52,6/10/2011,,"MULTIPOLYGON (((21.46284802974196 39.46449367320705, 21.45677830409862 39.45839647952752, 21.454482927084147 39.44792133553099, 21.449840818171655 39.4483017568764, 21.452530286940146 39.45956672296506, 21.459167653557756 39.46695924687582, 21.46284802974196 39.46449367320705)), ((21.443421917544025 39.44581592041124, 21.4506836155407 39.44239476079735, 21.448642971840528 39.43854389967674, 21.445814916544 39.43956654631361, 21.442903172896457 39.44062213154245, 21.437691522836154 39.4435947314774, 21.443421917544025 39.44581592041124)), ((21.43915227059282 39.4809445113764, 21.4362388200812 39.4869582553022, 21.4390472838759 39.4880471849637, 21.443193568657414 39.48658235846661, 21.442693698352645 39.482021244159235, 21.44824097021843 39.473456016059, 21.445163466013096 39.472187342980796, 21.43915227059282 39.4809445113764)), ((21.46077206517592 39.468745915486636, 21.460828087110702 39.47130924029508, 21.466626802453167 39.471030384917164, 21.464901260679035 39.46743925162696, 21.459915737645776 39.46779232507036, 21.46077206517592 39.468745915486636)))",39.46449367,21.46284803
42,ΚΟΖΑΝΗΣ,Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,,9/26/2020,,"MULTIPOLYGON (((21.503849172561594 40.360855718276305, 21.497094758653212 40.35857294488639, 21.49445059306855 40.36165190503945, 21.50219013086546 40.3636149044648, 21.502440793334266 40.36345622708842, 21.503042541070926 40.36289634011736, 21.50348529197269 40.36226331015124, 21.503756372834363 40.36158000633176, 21.503849172561594 40.360855718276305)))",40.36085572,21.50384917
43,ΕΥΡΥΤΑΝΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,29.4,,10/4/2010,,"MULTIPOLYGON (((21.702575877127607 39.12775660163123, 21.695747563116104 39.127379786503255, 21.688659024144098 39.145127634141154, 21.6885794996723 39.147557931478794, 21.69431282951904 39.147802065174425, 21.702575877127607 39.12775660163123)))",39.1277566,21.70257588
44,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,6,6,5/10/2021,,"MULTIPOLYGON (((22.89646068013448 38.28885541342527, 22.89579380868904 38.28868930497273, 22.89485585740926 38.28808632888682, 22.894317510202733 38.28767814628639, 22.892166986600007 38.28998418592273, 22.894367583177615 38.2908207936409, 22.89664171700508 38.290790912961725, 22.897143104538305 38.28871020758373, 22.89646068013448 38.28885541342527)))",38.28885541,22.89646068
45,ΕΥΡΥΤΑΝΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,2.999,,1/21/2021,,"MULTIPOLYGON (((21.636100581467602 38.93028701275283, 21.639363089558895 38.930344056790325, 21.63942584238259 38.927408134777764, 21.636244155888345 38.927352731300196, 21.636100581467602 38.93028701275283)))",38.93028701,21.63610058
46,ΤΡΙΚΑΛΩΝ,Π. ΘΕΣΣΑΛΙΑΣ,ΟΧΙ,3,,9/26/2020,,"MULTIPOLYGON (((21.249030161010662 39.68171392765593, 21.24810107313668 39.68164350774284, 21.24717198512146 39.68171392790011, 21.246278592504005 39.68192248402504, 21.245455231177903 39.6822611610589, 21.24473354278122 39.682716941618125, 21.24414124709408 39.683272318824265, 21.24370111622308 39.68390594357017, 21.243430064305436 39.68459346369292, 21.24333850652167 39.68530847048851, 21.2434299679899 39.68602348640206, 21.243700938809756 39.68671103257888, 21.244141015111293 39.68734468715488, 21.244733289164166 39.68790010006665, 21.245454998709047 39.68835591774513, 21.24627841195855 39.688694626087816, 21.246920425191032 39.68884450193547, 21.24911977542645 39.68888230727018, 21.24992373693416 39.68869462531889, 21.25074714837628 39.68835591948663, 21.25146885921477 39.687900099834415, 21.252061135322826 39.68734468572793, 21.252501209118467 39.68671103386803, 21.25277218058965 39.68602348812155, 21.252863642641127 39.685308473331865, 21.252772084819746 39.68459346598203, 21.252501030858486 39.683905939784665, 21.252060897451216 39.683272313840824, 21.251468606707412 39.68271694195994, 21.25074691673976 39.682261161181664, 21.2499235580562 39.68192248439827, 21.249030161010662 39.68171392765593)))",39.68171393,21.24903016
47,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,71.5,70,11/28/2022,,"MULTIPOLYGON (((22.310840069814997 38.51048374582786, 22.3143944529046 38.510030344053334, 22.31596992378826 38.51132359103548, 22.317775868308484 38.51207945777918, 22.321060906211105 38.512360900863364, 22.32201435765664 38.51278908363986, 22.32192864440209 38.51598682490361, 22.324288381417908 38.51858880884129, 22.328196471919416 38.51971700984459, 22.332174195966317 38.51882756762537, 22.334828874566032 38.51611694114902, 22.33484792375894 38.512801092096936, 22.332918035318528 38.5104487405681, 22.33159473179393 38.509645917490595, 22.33164186509417 38.506609814277745, 22.329160086130788 38.50383502050462, 22.32542332308709 38.50277238466102, 22.32414918961326 38.50282624560023, 22.32249117411423 38.5021266640775, 22.320022201302102 38.4993158174023, 22.31614784056993 38.49826893587491, 22.312168346769692 38.499274963934276, 22.311305359093975 38.49989330497316, 22.309650673075335 38.500040642686116, 22.306728565031754 38.499466763374706, 22.304186793568288 38.499790427499285, 22.301716183991303 38.500989152835636, 22.298622585578055 38.50039456166819, 22.294203961407185 38.501528761453095, 22.291374549511296 38.49994659867508, 22.29279476942757 38.498074967383545, 22.292907621064522 38.49475148831117, 22.290506704076122 38.4920311313464, 22.28656506453088 38.49095526030896, 22.28254146763315 38.49188754710175, 22.27997813563799 38.49457129673484, 22.27968943879009 38.49562136209137, 22.277323520256218 38.498190805039314, 22.277225053217116 38.5013612831313, 22.27758702831241 38.5020514559495, 22.277517372320094 38.50545664609083, 22.27982929014209 38.50805881110986, 22.283484920155413 38.50913973181443, 22.284758965086162 38.50909532482748, 22.2887569582079 38.510253185919886, 22.293188939288147 38.50906532643724, 22.294440239046796 38.50998467653212, 22.298314880323698 38.51103228170098, 22.301886956730687 38.51031819416455, 22.303259878853524 38.509482036916694, 22.306697846688056 38.51008148906326, 22.308285666347107 38.509861139841064, 22.310840069814997 38.51048374582786)))",38.51048375,22.31084007
48,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,3,3,12/14/2020,,"MULTIPOLYGON (((22.824025774424314 38.383071489782, 22.824995804723024 38.38977126620464, 22.827725392306284 38.38788717396475, 22.828325620978106 38.383848042339714, 22.824025774424314 38.383071489782)))",38.38307149,22.82402577
49,ΦΘΙΩΤΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,2.99,,10/15/2020,,"MULTIPOLYGON (((23.32431092602075 38.52996245802025, 23.323531914894804 38.52732912789843, 23.320179619744692 38.52794100059477, 23.320958514620674 38.530574351683285, 23.32431092602075 38.52996245802025)))",38.52996246,23.32431093
50,ΦΘΙΩΤΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,2.99,,10/15/2020,,"MULTIPOLYGON (((23.312434699490147 38.51865553278758, 23.309637154235226 38.51708128305349, 23.30763329812594 38.51927911012019, 23.310430883357327 38.520853407522246, 23.312434699490147 38.51865553278758)))",38.51865553,23.3124347
51,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,3,3,5/11/2021,,"MULTIPOLYGON (((22.902885858234196 38.286296524189595, 22.901251284176453 38.28775530314723, 22.90122219249894 38.28968479427724, 22.90344872199612 38.288287670269966, 22.902885858234196 38.286296524189595)))",38.28629652,22.90288586
52,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,2.99,,10/15/2020,,"MULTIPOLYGON (((22.98180110152117 38.33372706673012, 22.98406202483865 38.3316930874474, 22.981479839636435 38.32991221077843, 22.979218901712308 38.331946140652455, 22.98180110152117 38.33372706673012)))",38.33372707,22.9818011
53,ΛΗΜΝΟΥ,Π. ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΟΧΙ,58,58,9/10/2010,,"MULTIPOLYGON (((25.1955983759254 39.815314249286835, 25.197612139013806 39.81545684241174, 25.19911188000871 39.8149247634008, 25.200073778470106 39.81402951593272, 25.202271614303683 39.81315000341923, 25.203165085349283 39.81165464254102, 25.20303964105088 39.8105118540588, 25.203814693132593 39.809122666685646, 25.20475142227355 39.80895805478557, 25.20743104674831 39.80941124159752, 25.209577883397206 39.81033379019527, 25.211878216704378 39.81001400726582, 25.214550311204576 39.81018182909944, 25.216359481024366 39.80917413061427, 25.2170269201727 39.807771805774216, 25.21809891587659 39.80677389754724, 25.219725337139586 39.806180799081076, 25.220837048073626 39.804889390568384, 25.220825040626 39.803246329941544, 25.219805941716004 39.802032998839586, 25.21805152960089 39.80137929958003, 25.216079925436684 39.80154757696348, 25.214938858779046 39.802133979173306, 25.214245275764814 39.80287895080027, 25.21261866006417 39.803473592262705, 25.21161906175973 39.804525237590575, 25.211410879555903 39.80506848264517, 25.20949247394889 39.80492963379361, 25.207616804870288 39.804046859776335, 25.205539505514736 39.804147912258166, 25.203977797399332 39.80367575087098, 25.20200734236367 39.80390322609376, 25.20058818905215 39.8048168909134, 25.199971180162347 39.806043203061826, 25.198025172487768 39.80666035907564, 25.197065786795033 39.807616131694964, 25.19673883547072 39.808608971458156, 25.19688672638526 39.809571694093776, 25.19648054532273 39.810046705465574, 25.19498486897364 39.810467727872876, 25.193077993191906 39.81030851220056, 25.191798250590395 39.810678122017514, 25.190534573906408 39.81049021420524, 25.188969734666184 39.810758121086266, 25.18751991244853 39.811741514029706, 25.188090066279432 39.81524573546346, 25.190691974236632 39.8159698180758, 25.192370440641263 39.81556540503071, 25.194067480842346 39.81573746584714, 25.1955983759254 39.815314249286835)), ((25.17429263008512 39.81601425525995, 25.175830952829287 39.81623569461755, 25.177486709515627 39.81586564282629, 25.179580001842307 39.816050310143915, 25.18131590453901 39.81671761099778, 25.182784227984424 39.816690948268324, 25.18388830895647 39.816330953102685, 25.185919865302736 39.81641860376424, 25.188088674116482 39.81524571853574, 25.18751958698011 39.811741596920314, 25.185992841316175 39.81109904437677, 25.18461166119154 39.81103793158857, 25.1831859779825 39.811445392568835, 25.18130649063955 39.81132758981261, 25.179910458137343 39.810725347404144, 25.178236393074545 39.810665627541525, 25.177131877632558 39.81098595971052, 25.175507042830986 39.810759277881544, 25.1739385225185 39.81111579179646, 25.17238971993271 39.810892421149404, 25.17075095182457 39.81125992794822, 25.169754369302016 39.81191863077253, 25.167824187969554 39.8124328806948, 25.166727530084486 39.813415088280344, 25.16740609905709 39.81661522887832, 25.169862463889523 39.81740004515785, 25.17207228489019 39.81682668405369, 25.172670640021973 39.816372367028464, 25.17429263008512 39.81601425525995)), ((25.164664626341757 39.82008405979351, 25.1642983575093 39.81929024648253, 25.16511474978524 39.818561570416485, 25.165464249556468 39.81794456980419, 25.16663300844831 39.81739668135851, 25.167404862062053 39.81661533809745, 25.166727086961927 39.813415416357415, 25.165224567735542 39.81273907683054, 25.163662658523236 39.81266643064299, 25.16200896513726 39.81323624089315, 25.16114402207316 39.81402226105848, 25.16082953161633 39.81458817664928, 25.159619689645055 39.81516507004987, 25.15883999023728 39.8159966031451, 25.15850800707648 39.81731737889531, 25.1589325771132 39.818470109424105, 25.15798968248472 39.819381394666564, 25.157723344185154 39.82126022688932, 25.15908750716501 39.8228176442861, 25.16161414250672 39.823317614231804, 25.164328018882003 39.821864757637336, 25.164664626341757 39.82008405979351)), ((25.153791433887893 39.82531431345918, 25.154539293377937 39.82424905075832, 25.154669887835276 39.823519522946064, 25.15589080683602 39.82231417393445, 25.155979547715138 39.8204666543706, 25.154279602590528 39.81888240942028, 25.15216877181655 39.81857187377297, 25.15001006766936 39.81940754574337, 25.14915976576829 39.820571848818474, 25.149035049020156 39.82128834228758, 25.14784379220304 39.822435287395066, 25.147882826046395 39.82465631297022, 25.14945124485721 39.82593345608054, 25.15175437966646 39.82620876409907, 25.153791433887893 39.82531431345918)), ((25.180172636387578 39.82866462422821, 25.182182671028126 39.82911798382629, 25.184724207819613 39.82825042211476, 25.185488973452824 39.82727448434829, 25.18690244229366 39.82659571314024, 25.1884696756961 39.82647996996089, 25.18992322634595 39.82576933985055, 25.191832844172186 39.82569468988591, 25.193748704967252 39.824509250481476, 25.194239722661308 39.822821539736694, 25.193244446893463 39.82117761351872, 25.19095683064944 39.82035948466684, 25.189138102882236 39.820631342189856, 25.18812966500734 39.821200188105735, 25.18617225783643 39.82128931857417, 25.184820070187907 39.82195258625678, 25.18306616964375 39.82212111378645, 25.18177760548234 39.82279675043645, 25.18101093255395 39.82377307449492, 25.180330939305474 39.82400977537716, 25.178710167571957 39.82357102552115, 25.177032524972887 39.82376194791599, 25.175969194004978 39.82428038366767, 25.175335780904845 39.82772304650559, 25.177910440627066 39.829018146374565, 25.180172636387578 39.82866462422821)), ((25.170552413058154 39.827742500889556, 25.17272356808785 39.82843980425853, 25.175335395678076 39.827723015641986, 25.17596851788263 39.8242803200603, 25.173474620264034 39.822995049601964, 25.17060415766327 39.823629940584226, 25.168274396842936 39.822927499781485, 25.165711580321705 39.82373543535968, 25.164668303170014 39.82567067294265, 25.165772843447535 39.827654949367755, 25.16812020563613 39.82840973119098, 25.170552413058154 39.827742500889556)))",39.81531425,25.19559838
54,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,Π. ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΟΧΙ,33.6,,12/10/2020,,"MULTIPOLYGON (((21.241749361980034 38.80079783310733, 21.24970266926592 38.800859305502954, 21.24997790423216 38.796397141912564, 21.241926433617092 38.796207245143556, 21.241749361980034 38.80079783310733)), ((21.24663523846713 38.786633298319664, 21.246489716194294 38.790413804065466, 21.253666470061596 38.7905828089299, 21.25381161420896 38.78680228049404, 21.24663523846713 38.786633298319664)), ((21.24527541501885 38.77531247478029, 21.250607538831677 38.77132983816485, 21.248318890780634 38.767996517412136, 21.24358223565305 38.76608294677215, 21.238940284873156 38.769477954337546, 21.24527541501885 38.77531247478029)), ((21.23036742736919 38.74893178605836, 21.238407295923587 38.75196911053671, 21.239057211740548 38.75152499443017, 21.240876684569283 38.74849577716717, 21.240758355740702 38.747087513728715, 21.24010680166566 38.74578377538731, 21.235869483609235 38.743494299504626, 21.233091205317347 38.743644751602254, 21.23036742736919 38.74893178605836)), ((21.23586948361305 38.743494299499055, 21.240106801676685 38.745783775381916, 21.24256228894642 38.74565256612837, 21.246495312097906 38.73910539116889, 21.247220257075636 38.73730257031135, 21.243210695844645 38.73238797413971, 21.24127585620153 38.732153102856785, 21.239566410534803 38.73233795933745, 21.238312953382255 38.7335246077359, 21.2356780720294 38.73861567790089, 21.23584074126871 38.7388717906814, 21.23523004738791 38.74038893929966, 21.23586948361305 38.743494299499055)), ((21.24722025708294 38.737302570308685, 21.248397433523937 38.73750148256379, 21.253389966170598 38.73329443381942, 21.252914871844258 38.729183962229285, 21.25070615788595 38.7282941274271, 21.24601479362888 38.72885934245655, 21.244427905229692 38.73004720835724, 21.243637002422258 38.731172749677526, 21.243210695855673 38.732387974134326, 21.24722025708294 38.737302570308685)), ((21.246014793632916 38.72885934244536, 21.250706157893468 38.72829412741878, 21.25177211712626 38.72749033727287, 21.25266430771935 38.72671848871743, 21.252013286137856 38.72119839784243, 21.250439533197746 38.72025141711243, 21.24787502784551 38.71965047036408, 21.245855668108128 38.71982812303797, 21.243577092569325 38.7207654287472, 21.24331338116997 38.72762440428758, 21.244550411493282 38.728356322806434, 21.246014793632916 38.72885934244536)))",38.80079783,21.24174936
55,ΘΕΣΠΡΩΤΙΑΣ,Π. ΗΠΕΙΡΟΥ,ΟΧΙ,3,,9/26/2020,,"MULTIPOLYGON (((20.392225226217917 39.460489634237184, 20.387385627845465 39.45555185634071, 20.386865589705224 39.45559140013888, 20.385994300869434 39.45579546133134, 20.384359099231503 39.45666432626407, 20.383841016555156 39.45715170224004, 20.383401784129283 39.45778609865239, 20.383131280434444 39.458474468644596, 20.3830399090387 39.45919035477701, 20.383111619378333 39.459752790399286, 20.385587011679277 39.462421023047405, 20.38597383541248 39.46258066022769, 20.38686549726957 39.46278949535977, 20.387792789792066 39.462860008859664, 20.388177771155004 39.46283073558018, 20.391827780933106 39.4611091915672, 20.39218397867543 39.46059463353411, 20.392225226217917 39.460489634237184)))",39.46048963,20.39222523
56,ΘΕΣΠΡΩΤΙΑΣ,Π. ΗΠΕΙΡΟΥ,ΟΧΙ,3,,9/26/2020,,"MULTIPOLYGON (((20.298720601886128 39.514614382424625, 20.29853587759985 39.50952239895685, 20.291344903961015 39.51005297479887, 20.291317341216576 39.5100789979454, 20.290900346164815 39.510681384337815, 20.290954426684035 39.513635409764596, 20.291325648604154 39.51414297386678, 20.291923685799357 39.514700455758465, 20.292624578218337 39.515160027691124, 20.2975538361254 39.51531732561743, 20.297913032223867 39.51516557573891, 20.29863151384977 39.5147059210585, 20.298720601886128 39.514614382424625)))",39.51461438,20.2987206
57,ΑΧΑΪΑΣ,Π. ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΝΑΙ,24,24,10/7/2010,,"MULTIPOLYGON (((21.91363777431866 38.30804808085062, 21.915886564557844 38.307721692383396, 21.91493528165359 38.30481061449181, 21.916990539418112 38.303641227261615, 21.916408979724075 38.29988234902269, 21.91411133010528 38.29991885911246, 21.91455749514422 38.30280324773212, 21.912314862164543 38.304079187920905, 21.91363777431866 38.30804808085062)), ((21.902175585913817 38.30051111594098, 21.902947462753264 38.30220707073311, 21.90809547094801 38.30109004431899, 21.910859826794276 38.298947144286295, 21.914291214315362 38.298172456469445, 21.91362694460103 38.2964869965991, 21.90946379093575 38.297501999150306, 21.90692190945547 38.29947242949144, 21.902175585913817 38.30051111594098)), ((21.930342822958707 38.29822885587931, 21.931597909452194 38.29672286055114, 21.930612876412084 38.296244946521064, 21.926770334705434 38.294287122941306, 21.925538456155518 38.29578819991254, 21.929369174951567 38.29775679145866, 21.930342822958707 38.29822885587931)))",38.30804808,21.91363777
58,"ΤΡΙΚΑΛΩΝ,ΙΩΑΝΝΙΝΩΝ",Π. ΘΕΣΣΑΛΙΑΣ,ΟΧΙ,3,,9/26/2020,,"MULTIPOLYGON (((21.24907762432693 39.695808591766976, 21.248147201480393 39.695738084618924, 21.247216782842514 39.695808591217755, 21.246322113389965 39.69601740329912, 21.245497577395927 39.69635649352076, 21.244774850231117 39.696812836378925, 21.244181713736747 39.69736888962463, 21.24374095490011 39.69800328747678, 21.243469512286236 39.69869165591426, 21.243377822881286 39.69940753907962, 21.24346941399268 39.70012343070287, 21.243740776440465 39.70081182406471, 21.244181478374863 39.70144625162175, 21.2447745969464 39.702002341340766, 21.245497341749243 39.70245872095962, 21.246222535180365 39.702756966238596, 21.250495288024272 39.702582830900816, 21.25079706264174 39.702458720787746, 21.25151980518592 39.70200234216256, 21.25211292321522 39.701446251933476, 21.25255362732051 39.70081182242567, 21.252824987890918 39.700123432768244, 21.2529165800599 39.699407542451944, 21.252824890029867 39.69869165755151, 21.25255344978693 39.698003289763015, 21.25211268943637 39.69736888999894, 21.251519551952843 39.69681283686361, 21.25079682674252 39.696356495156095, 21.24997229074141 39.69601740320046, 21.24907762432693 39.695808591766976)))",39.69580859,21.24907762
